,time,value
0,00-00-00,9
1,00-30-00,5
2,01-00-00,2
3,01-30-00,3
4,02-00-00,0
5,02-30-00,1
6,03-00-00,2
7,03-30-00,2
8,04-00-00,1
9,04-30-00,1
10,05-00-00,0
11,05-30-00,1
12,06-00-00,3
13,06-30-00,10
14,07-00-00,16
15,07-30-00,63
16,08-00-00,123
17,08-30-00,189
18,09-00-00,124
19,09-30-00,126
20,10-00-00,79
21,10-30-00,76
22,11-00-00,75
23,11-30-00,115
24,12-00-00,106
25,12-30-00,106
26,13-00-00,87
27,13-30-00,98
28,14-00-00,72
29,14-30-00,72
30,15-00-00,72
31,15-30-00,80
32,16-00-00,44
33,16-30-00,100
34,17-00-00,94
35,17-30-00,113
36,18-00-00,160
37,18-30-00,137
38,19-00-00,152
39,19-30-00,92
40,20-00-00,83
41,20-30-00,65
42,21-00-00,59
43,21-30-00,52
44,22-00-00,53
45,22-30-00,53
46,23-00-00,32
47,23-30-00,14
